customer_msg,brand_reply
The @115821 logistics delivery courier is so awful. Constant missing packages and delayed deliveries. You gotta do better. @amazonhelp,Oh no! This isn't the type of service we strive for. Do you have a package or order that you are having trouble with? We'd love to help! Please let us know if there is a specific delivery we can assist with. 😊 ^JD
"How is it a delivery to an Amazon locker can be listed as failed due to needing a security code for the building, when the building doesn't even have one? I went to the locker just now with no issue.","I'm so sorry to hear about this frustrating experience! Have you already talked to anyone on our customer support team? If so, what was advised? ^DY"
I have paid extra for my delivery today. I have just received an email to say it won’t be delivered today and I need to wait another day or 2. This is not acceptable,"I'm so sorry to hear that, Luke. Please give us a chance to take a look and see what options are available by reaching out to us here: https://t.co/JzP7hlA23B ^BG"
So frustrated with #Amazon .... was charged 2xs for my #PrimeMembership and I've been working on this for over 2 weeks and have been on the phone w them for 2.5 hrs and credit still isn't on my card ....their answer was more work on my part ...I did it but it doesn't seem right,Hello Jenn! I am sorry that you've not yet received a resolution! Please contact us here: https://t.co/42onU3t2Ma to provide us more information about your experience so we can work to make things right. Thank you! ^WB
#amazonrechargesquiz #amazon is fake. You bloody fu*kers why u don't announce the result of #amazonrechargesquiz . Amazon is the lier . Amazon make people fool,All the contests held on our website are genuine. Our team is working on the results of the contest. Kindly stay tuned. ^RI
tried using my code to get my digital copy of Pirates. Ended up charging me. Any help?,We'd love to try to help in any way we can! Can you tell us more about the code? ^AL
I want to replace the item but rather taking back themselves system is saying that I should courier that which I don't want,"Sorry for the confusion. For detailed information, get in touch with our support team here: https://t.co/rS49hgaADF ^AK"
"You think you know the whole game of #onlineshopping and then you experience this bad case. Just not worth the time, hassle etc. @115850",Looks like you had a bad experience. Could you let us know what exactly went wrong? We'll sort it out. ^MS
"Dear @AmazonHelp, while I love my speedy #AmazonPrime delivery, I do not appreciate my pkg being left in the alley beside my garage. #whoops","Sorry this happened! Have you designated a safe place for your orders? If not, you may do so here: https://t.co/tISP9Y5ywF ^QJ"
You've got placeholder graphic showing up instead of the proper graphic when you go to #AmazonFresh https://t.co/bzORHW2Ne7,"How odd! Thanks for bringing this to our attention, would you be able to link us to exactly where you're seeing this? ^DW"
prime customers getting cheated. Not adhering to timelines &amp; cust care ignoring.,I'd like to have a closer at this issue. Please share your details in this link here: https://t.co/GIJyeYqKE0 and I'll reach out to you. ^KA
These are the moments I regret buying @137341 @115850 @117634 why on earth would I not buy a Hardcover! https://t.co/RBAQZACryp,Sorry about that! Could you report this to our team here:https://t.co/2t6DQoUmNZ so that we can check the alternatives? ^PR
"I really wish @15462 or @117795 wd bring in ""Poirot"" no? Wd be perfect Sunday viewing.",I've shared your feedback with the relevant team internally. ^HA
"guys!HELP ME! I’m from Brazil and send a package to my friend’s house in Toronto. One part of my order wasn’t delivered. The status says “available to pick up”, but nobody left a note for my friend where to pick it up! She’s coming to Brazil this friday! Pls! https://t.co/N59HQso52D","Thanks for reaching out! Please contact us via phone or chat here: https://t.co/Q7Ftz6ETZy so we may look into this delivery together, as we're not able to see account information via Twitter. ^KL"
Ordered a Disney jigsaw puzzle from @115830 as a present for my mum’s birthday and it comes like this! Good job it wasn’t a surprise 😡😡😡 https://t.co/bdDdjp0FIy,We never intend to ruin surprises! Did you choose to have this shipped in an Amazon box at checkout? Let us know! ^KJ
where and how do i change this setting? https://t.co/kPwUuijSFi,Kindly reach out to our support team here: https://t.co/T6y6Xlutbs. They'll help you accordingly. ^VN
why do I pay for prime if it’s optional for amazon to deliver. You guys are horrible #fail #amazonsucks #customerservicefail,"I'm sorry to hear of this. Without providing any personal information, can you tell us what happened? ^KI"
need help with my last order,"We'll be happy to help you. Could you please elaborate the issue, so that we can assist you accordingly. ^SC"
"Stop selling fake products with misleading information and fake reviews. Pathetic experience,can't trust you ever. https://t.co/oIjyuZ3UPN","Oh, that's unusual! May I know if you've reported this to our support team here: https://t.co/vlvfJr4nN9, for assistance? ^MA"
Hi there. Lately many of my orders miss the delivery dates and some aren't even shipped yet by the supposed delivery date. What's going on? I have had to cancel so many lately as they just sit there unfulfilled.,"I'm sorry for the trouble, Victoria! Are the items your're having issues with being shipped by Amazon directly or by third-party sellers? Are you receiving any messages regarding reasons for these delays? ^NC"
"Hi. I've 3 items that were due to be dispatched on Monday, and I've not been charged for them, let alone them being dispatched.","Hi, were you sent a delivery estimate for the items? ^AS"
hi if I want to order something online and I have two separate gift vouchers can I use them both on the same order?,You can combine Amazon Gift Cards by redeeming them onto your account before placing the order: https://t.co/qVInYVzUiC ^JF
Please support chromecast for prime videos as well. I am not willing to buy a firestick. https://t.co/dkb2qoQIxD,"You can watch Prime Video on 2015, 2016 and all latest smart TVs from Samsung, Sony, and LG. We don't have any announcement about Prime Video for other living room devices, but stay tuned. From my end, I will forward your comments internally for a review. ^BS"
ordered thermal set dated 9 nov. paid 70rs for delivery. order no. 405-7357571-4995529. after 9 days status is delivered to rahi (other person). talked to customer service-says 3 more days to find d prblm. Should quit @115821 .thnk u 4 poor service. track 511378334609,We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.^CB
why does my fire stick remote keep disconnecting - only resolution is to pull batteries,I'm so sorry for the trouble you're having! Have you tried resetting the router/modem? ^MH
Hello can you my item was suppose to come today but it hasn’t @AmazonHelp,Hello. Sorry you're still waiting for your order. Was tracking provided? Was it fulfilled by Amazon directly or by a Seller on Amazon? ^NV
"I am waiting for an answer regarding the buyer that received a refund from you for 4 orders from me, and then he switched out the items and sent them back.","We'd be glad to assist you with this! Without posting personal account information, tell us more about your situation. ^FR"
is horrible with customer service!! Someone hacks my account and I can’t get any help!!,I'm sorry for the frustration! When you contacted us what information and options did we provide? ^LR
"just ripped me off for a $100.00, and I am a prime member","Oh no! Without giving any personal information, could you tell us know what's going on? We'd be more than happy to assist! ^SA"
hi guys any reply to my last few tweets?,"Without posting personal or account information, can you tell us more about the issue? Are you referring to the trouble you had with canceling the order? - Liz I"
Guess we’re to that point of the season where @115821 guaranteed delivery dates don’t mean jack.,"This isn't what we like to see! We want to help, do you have a recent order you need some assistance with? ^DW"
"what the f*(k is going on with your delivery process? STILL NOT HERE! Tracking ID TBA570988779000 Wed, 11/ 29 3:30 PM Out for delivery Portland, US 8:03 AM Out for delivery Portland, US Tuesday, 11/28 10:52 AM Package arrived at a carrier facility Portland, US]",I'm sorry for the ongoing trouble with this! I'd like to have a member of our team investigate this. Please send us the order and tracking numbers here: https://t.co/0eZ9Ke0DYV ^SB
glad it wasn’t fragile! Thanks Amazon Delivery https://t.co/9hRHXKKQfh,I'm sorry to see how your order was delivered! Can you please let us know who the carrier was: https://t.co/Y5jpI9gRhE? ^EB
"please can you tell me what’s happening with my prime order, tracking has not updated and there’s no info on DPD For my ref","Sure! We can't access accounts via Twitter, but we'd love to help! Can you tell us if the expected delivery date was missed? ^AL"
Sad to report that my new OnePlus 5T is not working one day after delivery. Ordered it from @115850 @132995 @132994,I can understand how it feels when the product does not work. Kindly report it to our support team here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^SC
kindly get my account removed from any other link and link to my prime account https://t.co/iBNEQ6gHqS,"I get your concern, call us here: https://t.co/vlvfJr4nN9 &amp; we'll fix this for you."
"that’s my membership cancelled, appalling service with late/non delivered items #shoplocal 😡😡😡😡😡😡😡😡😡😡😡😡😡😡","We'd hate to see you go, David! Are there any outstanding orders we could possibly help you with? ^CS"
Amazon Logistics still havent delivered my parcel and its 1:18pm,Our couriers will deliver all the way up to 9PM. ^EM
Why did I place an order on 11/12 but its shipping from China! Supposed to arrive between 12/4 - 12/26. Why isn't it posted on Amazon that the order will ship from China? What kind of crap are you pulling?,"I'm sorry for the frustration with your shopping experience! On the item page you will see a link of the seller's name that will tell you where they're located. If you filter by Prime, this will show items shipped by Amazon. https://t.co/ypR1zIWCHZ ^HS"
this is a joke. Where the hell is my order,"We're not able to view your order details via Twitter, but we still want to help. Will you tell us about what's going on?^HC"
why have I now got two out for delivery notices hours apart? Guessing you can't believe any of them them. https://t.co/nGJa0OYg7G,"I can see why you'd be uncertain. Rest assured, we always aim to meet the estimated delivery date provided and deliveries occur until 21:00. Please keep us posted! ^FD"
ive sent a seller a message and they havent replied ita been 2 buisness days what do i do this is a xmas gift that i need 2 weeks early for my little girl,I'm so sorry you haven't received a response from the seller! The next step would to file an A-to-z Guarantee Claim. You can do so here: https://t.co/4x98JYynXJ. ^JO
Order # 404-4602092-1412360 You guys promise next day delivery on amazon prime but it fails everytime ! Can you please explain ? And when i am getting this pakage ?,"Apologies, please fill this form: https://t.co/beaaDm0muc and we'll get back to you soon. Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^SI"
"Tweeting is easier, &amp; problems gets resolved faster, than customer complaint(Hard to reach rep). @122951 @118702 @115850 R U listening?",I'm sorry for the trouble. Could you elaborate your concern so that I can assist you accordingly? ^AU
__email__ my account is blocked please unlock my account,"Please don't provide your email id, as we consider it to be personal information and our page is visible to public. 3/3 ^AP"
hi. One of my recent orders is out for delivery by BlueDart. Missed a call from them minutes ago. No answer on calling back. Help?,"Hi, our packages are delivered till 8 PM, kindly wait till that time. Also, could you confirm the estimates of the order? ^MS"
So my amazon package was delivered Thursday but somebody stole my shit,I'm sorry for the trouble! Have you reached us to discuss options: https://t.co/hApLpMlfHN? ^ST
can’t update my fire stick....disconnected a million times and nothing...what do I do?! https://t.co/Mv5Ig1bmSl,I'm sorry about this. Have you had a chance to contact us at https://t.co/EKXRLsnxJu for real-time assistance with the issue? ^GR
"There has been fraudulent use of my card on another amazon account. My entire balance was wiped clean days after I had been paid. I'm furious because amazon customer service has ignored me 3 times &amp; left me feeling angry, dismissed &amp; utterly disappointed. #Amazon",Very sorry to hear Nadia. We would recommend that you to speak to your bank about any unauthorised charges ^TP
"Done using @115821 this is now my 2nd time not getting my order, customer service is terrible","I'm so sorry for the repeated delivery issues! When you contacted us, what options or information where provided? ^MO"
In Amazon no easy returns all the ads are fake &amp; I m feeling like hell,"My apologies for the return, Jaydeep. Did you try reaching out to us via the link provided earlier? ^KS"
been charged £79 for prime been told I was still on the free trial looking for refund please,I'm so sorry for the frustration with Prime! You can learn how to cancel your Prime membership here: https://t.co/7xLN70rlpf. ^DG
AMZL US - @115821 shipping carrier is awful - Multiple items weren't delivered. 5+ yrs Prime Mmbr. Take us back 2 @115817. #AMZLDriverLost,"I'd like a member of my team to investigate this directly. Please, provide us details here: https://t.co/WpKvTVlO7C ^JE"
Imagine a world where @115830 actually delivered an order next day when you select Next Day delivery? 🤯🙃,I'm sorry for the wait. Some items aren't able to dispatch immediately. One-Day shipping refers to the time it takes once the order ships. What date is given on the order confirmation e-mail? ^AN
Thanks a lot @115830 for failing to deliver 3 items today that were ordered on Thursday morning with Prime next day delivery without even emailing to say they wouldn't be delivered. Worked from and everything to be in for them. @AmazonHelp https://t.co/2TK22HCzyN,"I'm so sorry for the trouble, Tom. We're here to help, and we'd like to look into this with you in real time. When you have a chance, give us a ring or chat in here: https://t.co/JzP7hlA23B. Keep us in the loop on this delivery! ^BL"
you are not able to deliver any product on time in the last 30 days! I have still products in wait which were ordered last month!,Sorry about the inconvenience. Kindly contact us here: https://t.co/TdDksLo6Mf and we'll look into this. ^MK
Living in Colorado sucks.....none of my @115821 packages arrive in 2 days like promised... PISSEDDDDDD,I'm sorry packages aren't arriving as expected! Do you have a current order that is late? Who is the carrier? ^AH
IM GONNA NEED FOR DAVID TO RETURN MY FUCKING PHONE IM ABOUT TO CRY,"I'm sorry to hear of the trouble! Without providing account information, can you please tell us a bit more about what is happening? ^ST"
Word to the wise: don't buy balloons from @115821 !!! Absolutely a terrible experience!!!,"Hey, that's not how we want you to feel! Can you tell us more about what happened, Kiki? ^LB"
Can anyone tell me why the @115821 firestick is such a slow doggy POS? #beginningtohatethisthing,I'm sorry for the trouble with your firestick! Can you tell us what's going on? ^AH
first you deliver my stuff damaged and don't care and now 4-5 biz days transpires to be 6-7?? Rethinking my Christmas shopping 😡 https://t.co/o9RPgYasRE,"Hi, I'm sorry to hear about this. Have you had any updates on your tracking about the reason behind the delay? ^PJ"
#TookMeTheWholeYearTo get my order from @115821 https://t.co/rWNdz4LhHR,I would hope it wouldn't take that long! Did you have an order that was delayed or need help with a current order? ^MG
Every single thing I’ve ordered on @115830 in last 2 weeks has had this late message. What’s going on? Most arrive on time or very late on the day but not always. I pay £79/yr Prime for speed and reliability and starting to question my next renewal... https://t.co/Rx133nKqAF,"Hi, I'm sorry to hear about the delay. We can't see orders over Twitter. Has there been any reason given for the delay? ^KK"
"Amazon Prime is great - ordered on 24th with One Day Delivery. Now 28th and not even ""out for delivery"". @115830","Hello, Will. I'm sorry you haven't received your order. Have we missed the delivery date given in your order confirmation e-mail? You can check your messages here: https://t.co/0D0ijEHPG4 ^FJ"
#Amazon your promise of £10 #compensation failed.. your offer of a #email to confirm delivery failed... item received today as promised by the #prime service.. failed.. #Disgusting #poorservice #lies #evil #corperate,I am sorry to hear this. Without providing us any personal information would you be able to elaborate a bit further? Thank you.^SM
Bummer :( Anything you guys can do? @AmazonHelp https://t.co/BKzz9ZeOLc,"Have we sent any notification of a possible delay? Also, will you tell us the carrier assigned to your order? We'd be happy to assist in any way possible. ^SK"
can someone call me immediately? I have spent an hour trying to sort my late items on chat and phone. You just cut me off. I'm so fed up,I'm so sorry you've been having a difficult time communicating with us! The quickest way to get in contact with us would be via chat or phone here https://t.co/JzP7hlA23B. ^AV
Guys my booking with you on this tracking number 43357673881 was never tried to deliver and you tracker says they tried to deliver,Please don’t provide your details as we consider them to be personal information. Our Twitter page is public. 3/3 ^SH
.It's worst https://t.co/dGX3y9V0se day over to return product and I didn't get any confirmation msg/email .,"The product may take 5-7 days to return to our center, request you to wait till the same. Appreciate your patience. ^SQ"
How have you allowed somebody to change my email address and password without notifying me?? Your security is a disgrace and customer service stinks!,Oh no! So sorry to hear about the issues with your account! Have you already contacted us? You can also do so here: https://t.co/zYVX1Qi29G ^GS
